county,state,state_encoded,total_non_english_speakers_18_64,foreign_born_population,spanish_speakers_total,spanish_eng_very_well,spanish_eng_well,spanish_eng_not_well,spanish_eng_not_at_all,indo_euro_speakers_total,indo_euro_eng_very_well,indo_euro_eng_well,indo_euro_eng_not_well,indo_euro_eng_not_at_all,asian_pac_speakers_total,asian_pac_eng_very_well,asian_pac_eng_well,asian_pac_eng_not_well,asian_pac_eng_not_at_all,other_lang_speakers_total,other_lang_eng_very_well,other_lang_eng_well,other_lang_eng_not_well,other_lang_eng_not_at_all,total_enrolled_in_school,enrolled_college_or_grad_school,median_household_income_usd
Iredell County,North Carolina,33,102595,13239.0,7467,3933,1594,1280,660,1921,1416,320,161,24,2403,1340,663,389,11,556,203,140,99,114,41939,6671,73103
Jackson County,North Carolina,33,24699,1804.0,1271,531,170,275,295,193,125,57,11,0,86,50,14,10,12,450,425,25,0,0,12709,6627,51482
Johnston County,North Carolina,33,115525,16676.0,15913,8134,3590,2800,1389,1647,1396,208,43,0,866,591,181,94,0,784,591,176,17,0,55039,10884,75288
Jones County,North Carolina,33,5037,238.0,281,237,39,5,0,73,51,22,0,0,4,4,0,0,0,6,6,0,0,0,1820,397,53053
Lee County,North Carolina,33,30184,5976.0,6757,3304,1085,1518,850,259,246,13,0,0,412,112,157,84,59,184,97,0,77,10,14857,2804,60941
Lenoir County,North Carolina,33,28293,2199.0,2560,1497,411,542,110,11,11,0,0,0,313,111,18,184,0,39,39,0,0,0,12349,1926,43063
Lincoln County,North Carolina,33,48765,4266.0,3490,2042,689,611,148,633,528,100,5,0,348,145,203,0,0,71,42,29,0,0,18093,2875,75672
McDowell County,North Carolina,33,24671,1814.0,1455,759,249,414,33,227,227,0,0,0,284,158,126,0,0,39,39,0,0,0,8635,1348,53532
Macon County,North Carolina,33,18255,1908.0,1335,438,185,600,112,38,22,16,0,0,182,69,30,53,30,0,0,0,0,0,6673,1305,51042
Madison County,North Carolina,33,12538,271.0,144,138,5,1,0,26,22,4,0,0,19,11,4,2,2,0,0,0,0,0,4691,1419,56664
Martin County,North Carolina,33,11596,430.0,474,384,51,39,0,17,17,0,0,0,94,3,53,38,0,0,0,0,0,0,4251,486,44799
Mecklenburg County,North Carolina,33,575459,179823.0,84116,36873,16421,19307,11515,30576,20851,6281,2586,858,28202,16378,6710,3939,1175,11825,7685,3110,930,100,270983,54941,79265
Mitchell County,North Carolina,33,8030,541.0,344,258,57,14,15,88,43,45,0,0,30,7,7,16,0,20,0,11,9,0,3073,867,55534
Montgomery County,North Carolina,33,12128,2086.0,2334,1306,540,352,136,126,126,0,0,0,299,191,55,53,0,0,0,0,0,0,5281,760,55523
Moore County,North Carolina,33,50065,4969.0,3271,1832,406,903,130,733,651,79,3,0,627,313,93,221,0,119,95,0,24,0,22430,4139,77981
Nash County,North Carolina,33,51771,4062.0,3732,2331,560,508,333,214,74,118,22,0,239,150,11,78,0,401,385,15,0,1,21636,4455,56770
New Hanover County,North Carolina,33,134040,12096.0,6381,3826,1133,948,474,2266,1737,355,174,0,1565,948,479,127,11,477,335,73,34,35,54447,18468,67515
Northampton County,North Carolina,33,9328,355.0,231,145,53,33,0,16,16,0,0,0,0,0,0,0,0,31,10,10,0,11,3137,552,45698
Onslow County,North Carolina,33,118578,7956.0,11485,8961,1550,592,382,1694,1501,191,2,0,2093,1275,605,213,0,762,724,5,33,0,49243,12750,59976
Orange County,North Carolina,33,79508,17888.0,6444,3440,865,849,1290,3606,3178,350,68,10,5017,3133,1223,599,62,869,585,223,61,0,51091,20721,85785
Pamlico County,North Carolina,33,6423,365.0,291,151,43,97,0,61,9,0,52,0,22,22,0,0,0,0,0,0,0,0,1944,316,55867
Pasquotank County,North Carolina,33,23215,1154.0,947,460,140,272,75,71,55,0,8,8,319,178,102,25,14,26,26,0,0,0,10049,2669,61411
Pender County,North Carolina,33,34187,2279.0,2248,1367,457,232,192,320,299,21,0,0,128,124,4,0,0,16,12,0,2,2,14060,2271,74538
Perquimans County,North Carolina,33,6676,298.0,185,185,0,0,0,31,31,0,0,0,5,0,0,5,0,66,57,4,5,0,2418,548,59401
Person County,North Carolina,33,21933,1018.0,887,633,208,40,6,160,116,44,0,0,115,63,52,0,0,33,33,0,0,0,8611,1955,60688
Pitt County,North Carolina,33,101888,8712.0,5582,2988,1157,1086,351,971,636,238,97,0,1636,916,394,277,49,710,482,168,60,0,54239,21616,54915
Polk County,North Carolina,33,9330,826.0,723,419,173,80,51,203,183,6,14,0,26,18,8,0,0,0,0,0,0,0,3021,397,60465
Randolph County,North Carolina,33,74593,8510.0,10332,5074,2250,2172,836,649,544,33,40,32,705,468,137,100,0,143,115,13,15,0,31322,5336,56423
Richmond County,North Carolina,33,23462,1516.0,1705,732,654,287,32,106,93,0,13,0,106,10,30,66,0,0,0,0,0,0,10278,2021,42354
Robeson County,North Carolina,33,64106,5138.0,4868,2174,956,1193,545,378,247,30,84,17,251,200,23,28,0,235,181,37,12,5,29601,6481,39393
Rockingham County,North Carolina,33,49781,3562.0,3697,1977,713,553,454,233,94,139,0,0,147,147,0,0,0,73,42,31,0,0,18613,3088,50737
Rowan County,North Carolina,33,80036,7853.0,6826,2925,1635,1799,467,801,584,60,107,50,691,294,230,51,116,301,208,31,62,0,35104,7214,59717
Rutherford County,North Carolina,33,35395,1969.0,1680,807,628,245,0,182,158,7,17,0,218,128,30,60,0,89,88,1,0,0,13277,2464,50512
Sampson County,North Carolina,33,27468,6184.0,6244,3517,982,873,872,62,21,29,10,2,146,76,26,44,0,287,150,137,0,0,13794,2140,49963
Scotland County,North Carolina,33,19485,748.0,566,278,179,81,28,127,100,27,0,0,64,13,0,51,0,54,34,20,0,0,7452,1332,41948
Stanly County,North Carolina,33,34917,2495.0,1629,614,504,257,254,409,374,32,3,0,411,301,46,64,0,20,20,0,0,0,13421,2448,60634
Stokes County,North Carolina,33,25996,652.0,518,350,103,60,5,71,71,0,0,0,40,0,40,0,0,10,0,10,0,0,8489,1301,57539
Surry County,North Carolina,33,36915,4281.0,4137,2106,1021,698,312,271,234,24,13,0,378,216,10,152,0,39,39,0,0,0,14432,2219,52743
Swain County,North Carolina,33,7562,391.0,224,142,65,0,17,6,6,0,0,0,59,24,0,35,0,377,361,16,0,0,3093,438,52818
Transylvania County,North Carolina,33,17199,846.0,378,169,42,64,103,127,127,0,0,0,11,0,11,0,0,18,14,4,0,0,5724,1388,62056
Tyrrell County,North Carolina,33,1849,194.0,174,100,27,47,0,8,8,0,0,0,12,0,12,0,0,7,0,0,7,0,515,22,55341
Union County,North Carolina,33,122266,25974.0,14355,7338,3091,2724,1202,5619,4383,876,350,10,3106,2136,617,322,31,838,624,209,5,0,66420,11243,95533
Vance County,North Carolina,33,22104,2215.0,1861,999,411,373,78,190,130,60,0,0,190,124,48,18,0,125,125,0,0,0,9792,1336,48340
Wake County,North Carolina,33,589404,156282.0,58750,32871,11237,9602,5040,35384,28549,5102,1519,214,32073,21378,7779,2657,259,13519,10149,2590,665,115,297079,60680,96734
Warren County,North Carolina,33,9919,549.0,408,191,57,158,2,100,100,0,0,0,35,26,0,9,0,10,10,0,0,0,3616,664,42282
Washington County,North Carolina,33,5838,137.0,96,83,9,4,0,15,5,10,0,0,0,0,0,0,0,1,1,0,0,0,2412,419,38927
Watauga County,North Carolina,33,36990,1727.0,1218,744,286,125,63,455,342,113,0,0,327,207,42,78,0,89,89,0,0,0,21491,14444,50034
Wayne County,North Carolina,33,60143,8349.0,8113,3747,1346,2482,538,1214,785,173,223,33,637,402,184,46,5,330,197,57,76,0,28464,6250,54323
Wilkes County,North Carolina,33,35482,2151.0,2267,1459,501,252,55,253,142,111,0,0,153,41,112,0,0,0,0,0,0,0,12150,2076,49119
Wilson County,North Carolina,33,40203,4438.0,4536,2952,657,664,263,188,174,0,14,0,532,278,186,68,0,395,229,120,0,46,17879,3356,49827
Yadkin County,North Carolina,33,19674,1854.0,2102,1020,672,326,84,120,82,33,5,0,23,23,0,0,0,0,0,0,0,0,7582,1395,57486
Yancey County,North Carolina,33,9757,500.0,382,174,71,115,22,101,101,0,0,0,25,23,2,0,0,0,0,0,0,0,3173,414,53103
Adams County,North Dakota,34,1025,59.0,44,0,44,0,0,12,12,0,0,0,4,4,0,0,0,12,12,0,0,0,407,31,57950
Barnes County,North Dakota,34,5950,324.0,59,55,4,0,0,59,19,40,0,0,124,120,4,0,0,23,23,0,0,0,2576,725,64447
Benson County,North Dakota,34,2691,59.0,41,35,0,6,0,17,8,0,9,0,29,21,8,0,0,256,94,118,17,27,1696,230,63220
Billings County,North Dakota,34,451,17.0,4,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,153,26,74000
Bottineau County,North Dakota,34,3288,209.0,102,93,9,0,0,28,23,5,0,0,20,20,0,0,0,3,3,0,0,0,1484,289,80113
Bowman County,North Dakota,34,1475,24.0,43,16,6,21,0,13,13,0,0,0,0,0,0,0,0,15,15,0,0,0,646,43,79709
Burke County,North Dakota,34,1100,90.0,35,27,3,5,0,0,0,0,0,0,42,30,2,6,4,0,0,0,0,0,503,34,94583
Burleigh County,North Dakota,34,55923,3326.0,1016,749,215,32,20,1071,695,291,85,0,495,242,191,62,0,248,133,115,0,0,23217,4659,82141
Cass County,North Dakota,34,109590,15200.0,1749,1191,447,111,0,3702,2210,847,554,91,1979,991,741,224,23,4669,2851,1565,253,0,51978,16497,73249
Cavalier County,North Dakota,34,1751,101.0,1,0,0,0,1,46,42,1,3,0,0,0,0,0,0,21,1,1,19,0,761,114,61174
Dickey County,North Dakota,34,2578,152.0,104,79,25,0,0,81,45,36,0,0,30,0,30,0,0,3,3,0,0,0,1311,206,60250
Divide County,North Dakota,34,1125,48.0,0,0,0,0,0,0,0,0,0,0,11,0,7,4,0,1,1,0,0,0,449,42,95938
Dunn County,North Dakota,34,2051,144.0,184,91,78,15,0,47,40,7,0,0,2,0,2,0,0,85,23,34,28,0,815,74,91758
Eddy County,North Dakota,34,1155,13.0,8,8,0,0,0,17,10,7,0,0,1,1,0,0,0,8,8,0,0,0,408,14,50375
Emmons County,North Dakota,34,1670,30.0,7,7,0,0,0,49,45,4,0,0,0,0,0,0,0,0,0,0,0,0,557,48,63750
Foster County,North Dakota,34,1799,1.0,12,7,0,5,0,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,690,32,78426
Golden Valley County,North Dakota,34,944,26.0,12,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382,23,84750
Grand Forks County,North Dakota,34,43447,4421.0,1083,937,85,55,6,1637,1107,438,92,0,795,483,227,64,21,894,505,356,33,0,23604,10841,64698
Grant County,North Dakota,34,1037,88.0,22,19,0,3,0,18,13,5,0,0,45,45,0,0,0,1,1,0,0,0,413,21,57069
Griggs County,North Dakota,34,1113,46.0,2,2,0,0,0,22,16,0,6,0,0,0,0,0,0,0,0,0,0,0,451,75,66688
Hettinger County,North Dakota,34,1328,14.0,24,18,6,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,407,46,66797
Kidder County,North Dakota,34,1160,32.0,36,28,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,469,64,57240
LaMoure County,North Dakota,34,1938,13.0,19,4,10,5,0,163,156,7,0,0,3,0,3,0,0,0,0,0,0,0,768,44,70227
Logan County,North Dakota,34,927,37.0,2,0,2,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,334,17,59750
McHenry County,North Dakota,34,2835,94.0,17,15,2,0,0,37,26,8,3,0,11,6,5,0,0,7,7,0,0,0,1161,77,78071
McIntosh County,North Dakota,34,1139,101.0,43,12,12,19,0,87,75,9,3,0,6,6,0,0,0,13,13,0,0,0,395,30,64375
McKenzie County,North Dakota,34,7357,368.0,635,339,212,51,33,116,39,69,8,0,50,20,30,0,0,168,90,58,20,0,3810,642,83813
McLean County,North Dakota,34,5076,210.0,61,24,20,17,0,36,33,0,3,0,41,26,14,1,0,22,7,13,2,0,2016,220,80556
Mercer County,North Dakota,34,4412,142.0,66,57,3,6,0,111,37,27,47,0,53,43,10,0,0,48,48,0,0,0,1746,289,82155
Morton County,North Dakota,34,18959,421.0,625,460,161,4,0,133,120,0,13,0,10,10,0,0,0,199,62,115,22,0,7307,1302,79555
Mountrail County,North Dakota,34,5006,303.0,385,289,41,34,21,59,53,4,0,2,19,9,10,0,0,243,145,63,35,0,2306,262,81886
Nelson County,North Dakota,34,1425,109.0,42,41,1,0,0,53,13,29,11,0,44,24,20,0,0,11,11,0,0,0,590,102,62219
Oliver County,North Dakota,34,892,9.0,0,0,0,0,0,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,394,34,69722
Pembina County,North Dakota,34,3615,302.0,33,27,3,3,0,35,25,10,0,0,13,13,0,0,0,10,9,1,0,0,1313,99,64243
Pierce County,North Dakota,34,2096,69.0,20,18,2,0,0,4,3,0,1,0,15,0,15,0,0,0,0,0,0,0,802,56,59583
Ramsey County,North Dakota,34,6004,341.0,17,17,0,0,0,96,64,32,0,0,112,112,0,0,0,87,32,25,29,1,2737,439,61490
Ransom County,North Dakota,34,2997,201.0,33,16,17,0,0,122,21,99,2,0,65,21,44,0,0,0,0,0,0,0,1215,107,71462
Renville County,North Dakota,34,1273,41.0,5,5,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,517,53,77067
Richland County,North Dakota,34,9575,135.0,127,102,15,10,0,54,37,8,6,3,19,19,0,0,0,21,15,0,6,0,4697,1901,67089
Rolette County,North Dakota,34,6252,82.0,118,110,8,0,0,65,39,26,0,0,39,28,11,0,0,225,202,15,8,0,3612,459,53806
Sargent County,North Dakota,34,2034,158.0,51,43,8,0,0,16,16,0,0,0,0,0,0,0,0,70,19,40,11,0,693,78,75648
Sheridan County,North Dakota,34,676,2.0,1,1,0,0,0,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,158,14,68684
Sioux County,North Dakota,34,2052,2.0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,115,103,7,5,0,1155,176,41201
Slope County,North Dakota,34,430,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,172,3,70625
Stark County,North Dakota,34,18107,1178.0,644,493,108,43,0,233,143,68,22,0,330,205,115,10,0,280,79,153,48,0,8249,1479,78734
Steele County,North Dakota,34,912,20.0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,2,0,0,0,353,45,85750
Stutsman County,North Dakota,34,12517,540.0,272,149,71,39,13,102,84,18,0,0,29,11,18,0,0,25,11,14,0,0,4954,1319,59167
Towner County,North Dakota,34,1107,82.0,59,21,6,6,26,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,359,17,61250
Traill County,North Dakota,34,4485,146.0,130,37,75,18,0,8,8,0,0,0,16,16,0,0,0,13,13,0,0,0,1924,471,81157
Walsh County,North Dakota,34,5195,360.0,528,356,65,107,0,80,73,7,0,0,10,10,0,0,0,14,7,7,0,0,2172,276,68082
Ward County,North Dakota,34,40465,2842.0,1309,889,286,134,0,589,502,66,21,0,753,602,104,47,0,587,307,90,190,0,17091,3871,78143
Wells County,North Dakota,34,2052,24.0,16,16,0,0,0,18,18,0,0,0,5,3,2,0,0,3,3,0,0,0,889,104,59732
Williams County,North Dakota,34,21055,3263.0,1503,912,401,190,0,742,520,72,150,0,290,179,103,8,0,227,178,49,0,0,9528,1146,86139
Adams County,Ohio,35,15792,287.0,29,23,6,0,0,60,60,0,0,0,50,50,0,0,0,0,0,0,0,0,6015,803,46234
Allen County,Ohio,35,57558,1856.0,851,660,137,23,31,323,234,43,46,0,392,293,32,67,0,294,216,78,0,0,24605,5216,58976
Ashland County,Ohio,35,28831,665.0,188,164,18,6,0,1210,1036,174,0,0,201,100,96,5,0,14,0,12,2,0,11886,2443,62254
Ashtabula County,Ohio,35,53553,1579.0,1581,897,515,153,16,1743,1193,531,19,0,201,115,86,0,0,79,78,0,1,0,19365,2805,53663
Athens County,Ohio,35,40731,2451.0,481,367,54,60,0,816,702,96,18,0,888,485,241,162,0,483,185,178,120,0,22949,13327,48750
Auglaize County,Ohio,35,26110,282.0,199,98,30,71,0,150,128,10,12,0,114,90,24,0,0,0,0,0,0,0,10378,1279,75231
Belmont County,Ohio,35,39456,727.0,282,235,16,29,2,265,144,116,5,0,84,35,30,19,0,13,12,1,0,0,12220,1763,56943
Brown County,Ohio,35,25434,155.0,19,15,1,3,0,142,115,12,15,0,67,67,0,0,0,0,0,0,0,0,9014,1174,66677
Butler County,Ohio,35,214256,27907.0,8644,3366,2171,1825,1282,5847,2954,1760,1024,109,6318,2421,2740,1018,139,3160,1903,856,274,127,105862,27992,77062
Carroll County,Ohio,35,14617,110.0,106,101,5,0,0,723,672,51,0,0,0,0,0,0,0,3,3,0,0,0,5163,729,59872
Champaign County,Ohio,35,22637,387.0,137,81,51,5,0,42,38,0,4,0,61,35,20,0,6,0,0,0,0,0,8045,1179,70486
Clark County,Ohio,35,75044,2940.0,1988,972,558,340,118,867,266,322,178,101,325,102,96,126,1,196,137,26,13,20,30408,5263,58954
Clermont County,Ohio,35,121283,4280.0,1618,1046,378,120,74,2013,1748,139,126,0,600,393,140,67,0,121,82,39,0,0,46150,6315,79573
Clinton County,Ohio,35,24349,878.0,407,186,125,92,4,114,110,4,0,0,133,59,37,37,0,41,23,18,0,0,10076,2214,64210
Columbiana County,Ohio,35,58309,960.0,792,616,141,28,7,614,403,153,58,0,177,153,6,18,0,50,19,31,0,0,20135,3027,55473
Coshocton County,Ohio,35,18736,227.0,133,116,0,17,0,1843,1338,490,5,10,83,34,27,22,0,15,15,0,0,0,7682,881,52048
Crawford County,Ohio,35,23524,531.0,279,204,63,12,0,108,98,10,0,0,171,34,0,111,26,3,2,0,1,0,8430,1205,52486
Cuyahoga County,Ohio,35,664552,95121.0,37439,24454,6842,4826,1317,32899,22861,6750,2600,688,14974,9412,3660,1641,261,14002,9463,2761,1515,263,284721,57417,60074
Darke County,Ohio,35,28471,427.0,306,259,8,37,2,155,141,14,0,0,204,104,68,32,0,55,12,43,0,0,11403,1472,60237
Defiance County,Ohio,35,20906,701.0,1091,650,173,236,32,284,252,32,0,0,36,27,9,0,0,23,23,0,0,0,8805,1472,69302
Delaware County,Ohio,35,115225,18278.0,1993,1502,364,102,25,5559,4600,600,303,56,6042,4552,1064,416,10,1256,912,247,97,0,57725,9276,123995
Erie County,Ohio,35,41801,1121.0,683,498,140,39,6,442,288,100,54,0,253,131,82,40,0,106,67,24,0,15,15322,2219,65171
Fairfield County,Ohio,35,90124,6479.0,1648,1049,215,361,23,2213,1230,673,257,53,725,412,217,96,0,968,571,274,104,19,37821,6079,82969
Fayette County,Ohio,35,16702,620.0,176,82,47,33,14,36,36,0,0,0,131,37,94,0,0,0,0,0,0,0,6026,722,56773
Franklin County,Ohio,35,712145,158798.0,36220,18412,7526,7526,2756,32578,21985,6356,2867,1370,26143,15938,7197,2474,534,41647,26305,10008,3920,1414,331827,75935,71070
Fulton County,Ohio,35,23623,650.0,926,528,156,208,34,114,77,37,0,0,95,13,71,11,0,41,41,0,0,0,9548,1221,71453
Gallia County,Ohio,35,16254,276.0,79,77,2,0,0,489,423,60,6,0,16,0,16,0,0,0,0,0,0,0,6247,960,55533
Geauga County,Ohio,35,46834,2558.0,972,643,219,100,10,5529,4359,1105,65,0,159,79,66,0,14,205,193,2,10,0,20444,3201,97162
Greene County,Ohio,35,96714,7667.0,1794,1349,280,162,3,2201,1794,292,90,25,1697,1171,473,53,0,769,552,89,128,0,44832,13649,81243
Guernsey County,Ohio,35,21434,373.0,218,183,30,5,0,636,585,41,10,0,50,1,46,3,0,3,3,0,0,0,7878,843,53901
Hamilton County,Ohio,35,463055,48980.0,13500,7229,2852,2433,986,14025,9032,3071,1789,133,8302,5794,1788,568,152,7278,4252,1752,964,310,205845,43932,68249
Hancock County,Ohio,35,42713,2239.0,1053,677,218,138,20,261,215,44,2,0,911,561,224,126,0,308,209,95,4,0,17510,3673,67006
Hardin County,Ohio,35,17541,537.0,219,141,29,48,1,643,562,81,0,0,130,85,30,15,0,158,27,131,0,0,8704,3050,55876
Harrison County,Ohio,35,7934,92.0,15,15,0,0,0,268,233,35,0,0,14,14,0,0,0,16,16,0,0,0,2732,308,54056
Henry County,Ohio,35,15273,426.0,535,347,113,41,34,89,80,9,0,0,6,0,6,0,0,14,0,7,7,0,6286,642,71616
Highland County,Ohio,35,24197,293.0,147,87,60,0,0,616,327,289,0,0,44,0,0,22,22,0,0,0,0,0,8984,1065,60522
Hocking County,Ohio,35,16281,192.0,228,47,9,0,172,100,83,17,0,0,41,21,11,9,0,0,0,0,0,0,5615,767,59007
Holmes County,Ohio,35,12487,116.0,135,126,9,0,0,12007,7714,4266,13,14,17,17,0,0,0,6,6,0,0,0,8391,485,72987
Huron County,Ohio,35,32713,862.0,886,522,244,104,16,376,261,115,0,0,53,11,42,0,0,139,45,94,0,0,13143,1745,64144
Jackson County,Ohio,35,18545,285.0,76,72,4,0,0,524,407,80,37,0,32,0,32,0,0,4,4,0,0,0,6381,548,56549
Jefferson County,Ohio,35,37669,809.0,351,235,82,34,0,245,186,32,27,0,117,30,80,7,0,15,5,8,2,0,14252,3423,53124
Knox County,Ohio,35,34779,784.0,438,334,12,0,92,1354,906,448,0,0,157,113,44,0,0,18,18,0,0,0,15684,4282,71246
Lake County,Ohio,35,126834,12643.0,4965,2523,1092,992,358,5293,3921,888,400,84,1207,476,463,223,45,469,333,116,20,0,47976,8669,76835
Lawrence County,Ohio,35,34118,447.0,142,106,0,36,0,131,119,12,0,0,133,75,41,17,0,16,16,0,0,0,12513,1786,51846
Licking County,Ohio,35,101469,6795.0,1527,1095,260,172,0,3114,1795,879,324,116,806,530,179,81,16,800,479,309,12,0,42280,8286,78505
Logan County,Ohio,35,26285,670.0,321,250,38,5,28,118,103,15,0,0,196,100,91,5,0,19,19,0,0,0,9548,944,69125
Lorain County,Ohio,35,171944,8767.0,9238,5932,1698,1341,267,2360,1927,273,160,0,1732,1223,270,200,39,516,459,29,25,3,72925,15625,67272
Lucas County,Ohio,35,242743,15971.0,6706,4948,971,621,166,3814,3062,468,258,26,2720,1555,732,347,86,3930,2845,814,232,39,103880,21170,57265
Madison County,Ohio,35,26776,839.0,616,337,71,136,72,605,433,41,131,0,115,17,98,0,0,98,54,44,0,0,9391,1609,77062
Mahoning County,Ohio,35,124027,5378.0,5217,3365,729,760,363,2153,1791,233,129,0,439,354,85,0,0,806,533,225,48,0,49732,9787,54279
Marion County,Ohio,35,38065,987.0,806,543,81,177,5,530,403,80,7,40,105,64,20,16,5,196,153,33,10,0,13863,2390,55106
Medina County,Ohio,35,103774,5539.0,1229,979,167,69,14,2399,1558,562,252,27,765,381,336,34,14,355,227,128,0,0,40930,6530,89968
Meigs County,Ohio,35,12769,63.0,71,31,0,0,40,41,41,0,0,0,0,0,0,0,0,1,1,0,0,0,4665,609,46255
Mercer County,Ohio,35,23052,595.0,210,79,19,83,29,154,151,3,0,0,197,132,65,0,0,15,7,7,1,0,9978,1116,73278
Miami County,Ohio,35,60292,3284.0,692,584,82,26,0,903,671,224,8,0,1191,570,386,218,17,162,162,0,0,0,24947,3992,71440
Monroe County,Ohio,35,7412,79.0,18,18,0,0,0,52,31,21,0,0,0,0,0,0,0,58,58,0,0,0,2478,364,55381
Montgomery County,Ohio,35,296659,26773.0,8262,4977,1696,1164,425,5093,3581,1010,410,92,6166,3263,1827,717,359,4272,2090,1096,793,293,128727,29332,61942
Morgan County,Ohio,35,7721,75.0,14,11,3,0,0,178,152,26,0,0,34,26,0,8,0,0,0,0,0,0,2629,223,51056
Morrow County,Ohio,35,19783,330.0,78,68,7,0,3,966,757,209,0,0,13,9,4,0,0,0,0,0,0,0,6659,852,70412
Muskingum County,Ohio,35,50021,756.0,569,305,225,39,0,726,532,164,19,11,154,76,57,21,0,9,0,9,0,0,19051,3382,56810
Noble County,Ohio,35,7303,57.0,48,21,0,27,0,142,107,35,0,0,0,0,0,0,0,14,0,14,0,0,2904,221,51547
Ottawa County,Ohio,35,21852,485.0,453,338,59,42,14,164,148,0,16,0,55,55,0,0,0,124,93,31,0,0,7271,1138,69515
Paulding County,Ohio,35,10503,324.0,265,162,37,63,3,33,31,0,2,0,22,18,4,0,0,0,0,0,0,0,4187,425,65331
Perry County,Ohio,35,20465,198.0,305,248,33,24,0,180,139,41,0,0,23,23,0,0,0,13,13,0,0,0,7390,571,62899
Pickaway County,Ohio,35,36401,361.0,298,143,90,54,11,101,87,9,5,0,53,53,0,0,0,46,32,14,0,0,12927,2126,67600
Pike County,Ohio,35,15732,163.0,29,29,0,0,0,67,59,8,0,0,86,24,47,15,0,0,0,0,0,0,5894,632,50832
Portage County,Ohio,35,99130,5017.0,854,710,86,58,0,1819,1442,228,149,0,964,535,307,122,0,1015,636,316,63,0,41429,15159,69796
Preble County,Ohio,35,23515,268.0,141,138,0,3,0,65,51,14,0,0,131,124,0,7,0,18,6,12,0,0,8435,1311,66355
Putnam County,Ohio,35,18634,464.0,672,401,123,148,0,158,47,19,92,0,26,9,17,0,0,5,0,2,3,0,8622,1251,79453
Richland County,Ohio,35,69967,2068.0,1183,759,262,118,44,1708,1302,371,35,0,266,185,66,15,0,304,185,119,0,0,26872,4453,56557
Ross County,Ohio,35,46539,565.0,367,362,0,5,0,298,198,100,0,0,205,77,55,73,0,66,66,0,0,0,15977,2309,58048
Sandusky County,Ohio,35,32844,1050.0,1433,1062,141,189,41,248,163,65,18,2,77,55,22,0,0,25,25,0,0,0,12144,1584,60814
Scioto County,Ohio,35,43573,745.0,348,292,56,0,0,207,180,27,0,0,119,102,0,17,0,15,15,0,0,0,15960,2644,46360
Seneca County,Ohio,35,31933,819.0,726,438,184,91,13,208,168,40,0,0,156,70,70,16,0,64,55,9,0,0,13532,3395,62476
Shelby County,Ohio,35,27309,654.0,270,87,68,71,44,143,141,2,0,0,196,5,191,0,0,102,41,19,0,42,11434,1612,73502
Stark County,Ohio,35,212254,8328.0,2742,1443,709,314,276,3213,2368,695,142,8,1210,758,260,140,52,344,242,92,10,0,82986,15546,63130
Summit County,Ohio,35,303033,29822.0,4726,2808,916,908,94,10814,6324,2189,1702,599,6027,2931,1425,1172,499,2547,1422,582,449,94,120038,23829,68360
